structure,HADDOCK-score,atomic-clashes
6N8Z_1.pdb,-5027.781,26
6N8Z_10.pdb,-5027.781,26
6N8Z_11.pdb,-5027.781,26
6N8Z_12.pdb,-5027.781,26
6N8Z_13.pdb,-5027.781,26
6N8Z_14.pdb,-5027.781,26
6N8Z_15.pdb,-5027.781,26
6N8Z_16.pdb,-5027.781,26
6N8Z_17.pdb,-5027.781,26
6N8Z_18.pdb,-5027.781,26
6N8Z_19.pdb,-5027.781,26
6N8Z_2.pdb,-5027.781,26
6N8Z_20.pdb,-5027.781,26
6N8Z_21.pdb,-5027.781,26
6N8Z_22.pdb,-5027.781,26
6N8Z_23.pdb,-5027.781,26
6N8Z_24.pdb,-5027.781,26
6N8Z_25.pdb,-5027.781,26
6N8Z_26.pdb,-5027.781,26
6N8Z_27.pdb,-5027.781,26
6N8Z_28.pdb,-5027.781,26
6N8Z_29.pdb,-5027.781,26
6N8Z_3.pdb,-5027.781,26
6N8Z_30.pdb,-5027.781,26
6N8Z_31.pdb,-5027.781,26
6N8Z_32.pdb,-5027.781,26
6N8Z_33.pdb,-5027.781,26
6N8Z_34.pdb,-5027.781,26
6N8Z_35.pdb,-5027.781,26
6N8Z_36.pdb,-5027.781,26
6N8Z_37.pdb,-5027.781,26
6N8Z_38.pdb,-5027.781,26
6N8Z_39.pdb,-5027.781,26
6N8Z_4.pdb,-5027.781,26
6N8Z_40.pdb,-5027.781,26
6N8Z_41.pdb,-5027.781,26
6N8Z_42.pdb,-5027.781,26
6N8Z_43.pdb,-5027.781,26
6N8Z_44.pdb,-5027.781,26
6N8Z_45.pdb,-5027.781,26
6N8Z_46.pdb,-5027.781,26
6N8Z_47.pdb,-5027.781,26
6N8Z_48.pdb,-5027.781,26
6N8Z_49.pdb,-5027.781,26
6N8Z_5.pdb,-5027.781,26
6N8Z_50.pdb,-5027.781,26
6N8Z_6.pdb,-5027.781,26
6N8Z_7.pdb,-5027.781,26
6N8Z_8.pdb,-5027.781,26
6N8Z_9.pdb,-5027.781,26
