structure,HADDOCK-score,atomic-clashes
6N1Q_1.pdb,-2138.1428,17
6N1Q_10.pdb,-2138.1428,17
6N1Q_11.pdb,-2138.1428,17
6N1Q_12.pdb,-2138.1428,17
6N1Q_13.pdb,-2138.1428,17
6N1Q_14.pdb,-2138.1428,17
6N1Q_15.pdb,-2138.1428,17
6N1Q_16.pdb,-2138.1428,17
6N1Q_17.pdb,-2138.1428,17
6N1Q_18.pdb,-2138.1428,17
6N1Q_19.pdb,-2138.1428,17
6N1Q_2.pdb,-2138.1428,17
6N1Q_20.pdb,-2138.1428,17
6N1Q_21.pdb,-2138.1428,17
6N1Q_22.pdb,-2138.1428,17
6N1Q_23.pdb,-2138.1428,17
6N1Q_24.pdb,-2138.1428,17
6N1Q_25.pdb,-2138.1428,17
6N1Q_26.pdb,-2138.1428,17
6N1Q_27.pdb,-2138.1428,17
6N1Q_28.pdb,-2138.1428,17
6N1Q_29.pdb,-2138.1428,17
6N1Q_3.pdb,-2138.1428,17
6N1Q_30.pdb,-2138.1428,17
6N1Q_31.pdb,-2138.1428,17
6N1Q_32.pdb,-2138.1428,17
6N1Q_33.pdb,-2138.1428,17
6N1Q_34.pdb,-2138.1428,17
6N1Q_35.pdb,-2138.1428,17
6N1Q_36.pdb,-2138.1428,17
6N1Q_37.pdb,-2138.1428,17
6N1Q_38.pdb,-2138.1428,17
6N1Q_39.pdb,-2138.1428,17
6N1Q_4.pdb,-2138.1428,17
6N1Q_40.pdb,-2138.1428,17
6N1Q_41.pdb,-2138.1428,17
6N1Q_42.pdb,-2138.1428,17
6N1Q_43.pdb,-2138.1428,17
6N1Q_44.pdb,-2138.1428,17
6N1Q_45.pdb,-2138.1428,17
6N1Q_46.pdb,-2138.1428,17
6N1Q_47.pdb,-2138.1428,17
6N1Q_48.pdb,-2138.1428,17
6N1Q_49.pdb,-2138.1428,17
6N1Q_5.pdb,-2138.1428,17
6N1Q_50.pdb,-2138.1428,17
6N1Q_6.pdb,-2138.1428,17
6N1Q_7.pdb,-2138.1428,17
6N1Q_8.pdb,-2138.1428,17
6N1Q_9.pdb,-2138.1428,17
