structure,HADDOCK-score,correlation,atomic-clashes
6UC0_10w.pdb,-1328.1413,0.9284,0
6UC0_11w.pdb,-1336.1911,0.9281,0
6UC0_12w.pdb,-1329.1419,0.9286,0
6UC0_13w.pdb,-1349.9907,0.9288,0
6UC0_14w.pdb,-1316.5639,0.9291,0
6UC0_15w.pdb,-1317.8957,0.9287,0
6UC0_16w.pdb,-1301.6301,0.9294,0
6UC0_17w.pdb,-1327.5219,0.929,0
6UC0_18w.pdb,-1339.0999,0.929,0
6UC0_19w.pdb,-1308.8224,0.9288,0
6UC0_1w.pdb,-1316.7224,0.9291,0
6UC0_20w.pdb,-1341.6323,0.9282,0
6UC0_21w.pdb,-1307.7606,0.9288,0
6UC0_22w.pdb,-1305.1945,0.9288,0
6UC0_23w.pdb,-1320.4194,0.9285,0
6UC0_24w.pdb,-1328.1378,0.9291,0
6UC0_25w.pdb,-1321.0295,0.9285,0
6UC0_26w.pdb,-1330.8479,0.9288,0
6UC0_27w.pdb,-1330.0941,0.928,0
6UC0_28w.pdb,-1323.4078,0.9279,0
6UC0_29w.pdb,-1313.1949,0.9291,0
6UC0_2w.pdb,-1323.2505,0.9288,0
6UC0_30w.pdb,-1330.4321,0.9289,0
6UC0_31w.pdb,-1343.7468,0.9284,0
6UC0_32w.pdb,-1322.0014,0.9292,0
6UC0_33w.pdb,-1318.0959,0.9291,0
6UC0_34w.pdb,-1324.9568,0.9289,0
6UC0_35w.pdb,-1326.2871,0.9289,0
6UC0_36w.pdb,-1314.6269,0.9282,0
6UC0_37w.pdb,-1334.8285,0.9285,0
6UC0_38w.pdb,-1324.498,0.9287,0
6UC0_39w.pdb,-1314.606,0.9293,0
6UC0_3w.pdb,-1340.6742,0.928,0
6UC0_40w.pdb,-1337.9818,0.9287,0
6UC0_41w.pdb,-1338.9882,0.9292,0
6UC0_42w.pdb,-1318.2585,0.9287,0
6UC0_43w.pdb,-1330.5891,0.9296,0
6UC0_44w.pdb,-1335.9258,0.9279,0
6UC0_45w.pdb,-1333.9883,0.9282,0
6UC0_46w.pdb,-1337.3673,0.929,0
6UC0_47w.pdb,-1321.2196,0.9282,0
6UC0_48w.pdb,-1316.221,0.9282,0
6UC0_49w.pdb,-1335.4335,0.9287,0
6UC0_4w.pdb,-1370.397,0.9283,0
6UC0_50w.pdb,-1303.8047,0.9292,0
6UC0_5w.pdb,-1307.6589,0.9287,0
6UC0_6w.pdb,-1321.7248,0.9282,0
6UC0_7w.pdb,-1334.2952,0.9288,0
6UC0_8w.pdb,-1327.7646,0.9288,0
6UC0_9w.pdb,-1327.4642,0.9286,0
