structure,HADDOCK-score,atomic-clashes
5HNY_10.pdb,-808.72907,1
5HNY_11.pdb,-857.21774,1
5HNY_12.pdb,-752.2752,0
5HNY_13.pdb,-755.24465,0
5HNY_14.pdb,-806.54606,0
5HNY_15.pdb,-752.96819,0
5HNY_16.pdb,-676.99501,0
5HNY_17.pdb,-680.738,0
5HNY_18.pdb,-658.09926,2
5HNY_19.pdb,-709.6549,0
5HNY_1.pdb,-697.13023,0
5HNY_20.pdb,-773.13403,0
5HNY_21.pdb,-767.97688,0
5HNY_22.pdb,-658.09926,2
5HNY_23.pdb,-868.26992,0
5HNY_24.pdb,-662.18609,0
5HNY_25.pdb,-768.95833,0
5HNY_26.pdb,-774.04462,0
5HNY_27.pdb,-658.09926,2
5HNY_28.pdb,-833.96244,0
5HNY_29.pdb,-822.51084,1
5HNY_2.pdb,-680.65669,0
5HNY_30.pdb,-705.76124,0
5HNY_31.pdb,-811.86508,0
5HNY_32.pdb,-658.09926,2
5HNY_33.pdb,-866.804204,0
5HNY_34.pdb,-824.51973,0
5HNY_35.pdb,-804.78891,0
5HNY_36.pdb,-669.76176,0
5HNY_37.pdb,-711.70069,0
5HNY_38.pdb,-789.74073,0
5HNY_39.pdb,-706.16921,0
5HNY_3.pdb,-738.08684,0
5HNY_40.pdb,-741.15345,0
5HNY_41.pdb,-894.33306,0
5HNY_42.pdb,-715.00056,0
5HNY_43.pdb,-802.47198,0
5HNY_44.pdb,-818.61395,0
5HNY_45.pdb,-771.741522,0
5HNY_46.pdb,-710.043136,0
5HNY_47.pdb,-729.8745,0
5HNY_48.pdb,-725.86926,0
5HNY_49.pdb,-845.192802,0
5HNY_4.pdb,-647.82295,0
5HNY_50.pdb,-860.60048,0
5HNY_5.pdb,-683.24937,0
5HNY_6.pdb,-808.3471,1
5HNY_7.pdb,-705.67,1
5HNY_8.pdb,-929.26036,1
5HNY_9.pdb,-719.47761,0
