structure,HADDOCK-score,atomic-clashes
6N1Q_10.pdb,4392.4985877,42
6N1Q_11.pdb,1042.9456,22
6N1Q_12.pdb,2617.7967,32
6N1Q_13.pdb,1245.7831,22
6N1Q_14.pdb,4392.4985877,42
6N1Q_15.pdb,4354.4974,43
6N1Q_16.pdb,4392.4985877,42
6N1Q_17.pdb,1005.6848,24
6N1Q_18.pdb,4620.3771,43
6N1Q_19.pdb,820.963,21
6N1Q_1.pdb,3010.592,33
6N1Q_20.pdb,1121.2617,22
6N1Q_21.pdb,4658.6094,41
6N1Q_22.pdb,4392.4985877,42
6N1Q_23.pdb,4495.933,43
6N1Q_24.pdb,4355.9915,44
6N1Q_25.pdb,4908.9707,44
6N1Q_26.pdb,4583.6567,42
6N1Q_27.pdb,865.1941,21
6N1Q_28.pdb,4803.0568,43
6N1Q_29.pdb,1066.86,22
6N1Q_2.pdb,2799.2463,32
6N1Q_30.pdb,4392.4985877,42
6N1Q_31.pdb,4594.8425,43
6N1Q_32.pdb,3154.9762,31
6N1Q_33.pdb,1210.1489,23
6N1Q_34.pdb,2869.1325,31
6N1Q_35.pdb,4726.1748,44
6N1Q_36.pdb,1073.53,23
6N1Q_37.pdb,4462.2107,42
6N1Q_38.pdb,2594.38,31
6N1Q_39.pdb,4508.2886,43
6N1Q_3.pdb,1325.1767,22
6N1Q_40.pdb,4445.6558,41
6N1Q_41.pdb,2714.5165,34
6N1Q_42.pdb,2604.6061,34
6N1Q_43.pdb,4392.4985877,42
6N1Q_44.pdb,2731.088,33
6N1Q_45.pdb,4610.2731,41
6N1Q_46.pdb,4392.4985877,42
6N1Q_47.pdb,2985.6265,32
6N1Q_48.pdb,2677.7614,33
6N1Q_49.pdb,1003.6399,20
6N1Q_4.pdb,2722.5758,32
6N1Q_50.pdb,4434.6404,42
6N1Q_5.pdb,4718.5083,42
6N1Q_6.pdb,2474.5727,31
6N1Q_7.pdb,4581.7373,41
6N1Q_8.pdb,2731.0883,32
6N1Q_9.pdb,1167.4304,21
