structure,HADDOCK-score,correlation,atomic-clashes
5GRS_10w.pdb,-2339.6982,0.8932,0
5GRS_11w.pdb,-2339.6982,0.8932,0
5GRS_12w.pdb,-2339.6982,0.8932,0
5GRS_13w.pdb,-2339.6982,0.8932,0
5GRS_14w.pdb,-2339.6982,0.8932,0
5GRS_15w.pdb,-2339.6982,0.8932,0
5GRS_16w.pdb,-2339.6982,0.8932,0
5GRS_17w.pdb,-2339.6982,0.8932,0
5GRS_18w.pdb,-2339.6982,0.8932,0
5GRS_19w.pdb,-2339.6982,0.8932,0
5GRS_1w.pdb,-2339.6982,0.8932,0
5GRS_20w.pdb,-2339.6982,0.8932,0
5GRS_21w.pdb,-2339.6982,0.8932,0
5GRS_22w.pdb,-2339.6982,0.8932,0
5GRS_23w.pdb,-2339.6982,0.8932,0
5GRS_24w.pdb,-2339.6982,0.8932,0
5GRS_25w.pdb,-2339.6982,0.8932,0
5GRS_26w.pdb,-2339.6982,0.8932,0
5GRS_27w.pdb,-2339.6982,0.8932,0
5GRS_28w.pdb,-2339.6982,0.8932,0
5GRS_29w.pdb,-2339.6982,0.8932,0
5GRS_2w.pdb,-2339.6982,0.8932,0
5GRS_30w.pdb,-2339.6982,0.8932,0
5GRS_31w.pdb,-2339.6982,0.8932,0
5GRS_32w.pdb,-2339.6982,0.8932,0
5GRS_33w.pdb,-2339.6982,0.8932,0
5GRS_34w.pdb,-2339.6982,0.8932,0
5GRS_35w.pdb,-2339.6982,0.8932,0
5GRS_36w.pdb,-2339.6982,0.8932,0
5GRS_37w.pdb,-2339.6982,0.8932,0
5GRS_38w.pdb,-2339.6982,0.8932,0
5GRS_39w.pdb,-2339.6982,0.8932,0
5GRS_3w.pdb,-2339.6982,0.8932,0
5GRS_40w.pdb,-2339.6982,0.8932,0
5GRS_41w.pdb,-2339.6982,0.8932,0
5GRS_42w.pdb,-2339.6982,0.8932,0
5GRS_43w.pdb,-2339.6982,0.8932,0
5GRS_44w.pdb,-2339.6982,0.8932,0
5GRS_45w.pdb,-2339.6982,0.8932,0
5GRS_46w.pdb,-2339.6982,0.8932,0
5GRS_47w.pdb,-2339.6982,0.8932,0
5GRS_48w.pdb,-2339.6982,0.8932,0
5GRS_49w.pdb,-2339.6982,0.8932,0
5GRS_4w.pdb,-2339.6982,0.8932,0
5GRS_50w.pdb,-2339.6982,0.8932,0
5GRS_5w.pdb,-2339.6982,0.8932,0
5GRS_6w.pdb,-2339.6982,0.8932,0
5GRS_7w.pdb,-2339.6982,0.8932,0
5GRS_8w.pdb,-2339.6982,0.8932,0
5GRS_9w.pdb,-2339.6982,0.8932,0
