structure,HADDOCK-score,correlation,atomic-clashes
6R7I_10w.pdb,-1399.1414,0.8873,17
6R7I_11w.pdb,-1399.1414,0.8873,17
6R7I_12w.pdb,-1399.1414,0.8873,17
6R7I_13w.pdb,-1399.1414,0.8873,17
6R7I_14w.pdb,-1399.1414,0.8873,17
6R7I_15w.pdb,-1399.1414,0.8873,17
6R7I_16w.pdb,-1399.1414,0.8873,17
6R7I_17w.pdb,-1399.1414,0.8873,17
6R7I_18w.pdb,-1399.1414,0.8873,17
6R7I_19w.pdb,-1399.1414,0.8873,17
6R7I_1w.pdb,-1399.1414,0.8873,17
6R7I_20w.pdb,-1399.1414,0.8873,17
6R7I_21w.pdb,-1399.1414,0.8873,17
6R7I_22w.pdb,-1399.1414,0.8873,17
6R7I_23w.pdb,-1399.1414,0.8873,17
6R7I_24w.pdb,-1399.1414,0.8873,17
6R7I_25w.pdb,-1399.1414,0.8873,17
6R7I_26w.pdb,-1399.1414,0.8873,17
6R7I_27w.pdb,-1399.1414,0.8873,17
6R7I_28w.pdb,-1399.1414,0.8873,17
6R7I_29w.pdb,-1399.1414,0.8873,17
6R7I_2w.pdb,-1399.1414,0.8873,17
6R7I_30w.pdb,-1399.1414,0.8873,17
6R7I_31w.pdb,-1399.1414,0.8873,17
6R7I_32w.pdb,-1399.1414,0.8873,17
6R7I_33w.pdb,-1399.1414,0.8873,17
6R7I_34w.pdb,-1399.1414,0.8873,17
6R7I_35w.pdb,-1399.1414,0.8873,17
6R7I_36w.pdb,-1399.1414,0.8873,17
6R7I_37w.pdb,-1399.1414,0.8873,17
6R7I_38w.pdb,-1399.1414,0.8873,17
6R7I_39w.pdb,-1399.1414,0.8873,17
6R7I_3w.pdb,-1399.1414,0.8873,17
6R7I_40w.pdb,-1399.1414,0.8873,17
6R7I_41w.pdb,-1399.1414,0.8873,17
6R7I_42w.pdb,-1399.1414,0.8873,17
6R7I_43w.pdb,-1399.1414,0.8873,17
6R7I_44w.pdb,-1399.1414,0.8873,17
6R7I_45w.pdb,-1399.1414,0.8873,17
6R7I_46w.pdb,-1399.1414,0.8873,17
6R7I_47w.pdb,-1399.1414,0.8873,17
6R7I_48w.pdb,-1399.1414,0.8873,17
6R7I_49w.pdb,-1399.1414,0.8873,17
6R7I_4w.pdb,-1399.1414,0.8873,17
6R7I_50w.pdb,-1399.1414,0.8873,17
6R7I_5w.pdb,-1399.1414,0.8873,17
6R7I_6w.pdb,-1399.1414,0.8873,17
6R7I_7w.pdb,-1399.1414,0.8873,17
6R7I_8w.pdb,-1399.1414,0.8873,17
6R7I_9w.pdb,-1399.1414,0.8873,17
