structure,HADDOCK-score,correlation,atomic-clashes
6N7G_10w.pdb,-575.88335,0.9292,0
6N7G_11w.pdb,-575.88335,0.9292,0
6N7G_12w.pdb,-575.88335,0.9292,0
6N7G_13w.pdb,-575.88335,0.9292,0
6N7G_14w.pdb,-575.88335,0.9292,0
6N7G_15w.pdb,-575.88335,0.9292,0
6N7G_16w.pdb,-575.88335,0.9292,0
6N7G_17w.pdb,-575.88335,0.9292,0
6N7G_18w.pdb,-575.88335,0.9292,0
6N7G_19w.pdb,-575.88335,0.9292,0
6N7G_1w.pdb,-575.88335,0.9292,0
6N7G_20w.pdb,-575.88335,0.9292,0
6N7G_21w.pdb,-575.88335,0.9292,0
6N7G_22w.pdb,-575.88335,0.9292,0
6N7G_23w.pdb,-575.88335,0.9292,0
6N7G_24w.pdb,-575.88335,0.9292,0
6N7G_25w.pdb,-575.88335,0.9292,0
6N7G_26w.pdb,-575.88335,0.9292,0
6N7G_27w.pdb,-575.88335,0.9292,0
6N7G_28w.pdb,-575.88335,0.9292,0
6N7G_29w.pdb,-575.88335,0.9292,0
6N7G_2w.pdb,-575.88335,0.9292,0
6N7G_30w.pdb,-575.88335,0.9292,0
6N7G_31w.pdb,-575.88335,0.9292,0
6N7G_32w.pdb,-575.88335,0.9292,0
6N7G_33w.pdb,-575.88335,0.9292,0
6N7G_34w.pdb,-575.88335,0.9292,0
6N7G_35w.pdb,-575.88335,0.9292,0
6N7G_36w.pdb,-575.88335,0.9292,0
6N7G_37w.pdb,-575.88335,0.9292,0
6N7G_38w.pdb,-575.88335,0.9292,0
6N7G_39w.pdb,-575.88335,0.9292,0
6N7G_3w.pdb,-575.88335,0.9292,0
6N7G_40w.pdb,-575.88335,0.9292,0
6N7G_41w.pdb,-575.88335,0.9292,0
6N7G_42w.pdb,-575.88335,0.9292,0
6N7G_43w.pdb,-575.88335,0.9292,0
6N7G_44w.pdb,-575.88335,0.9292,0
6N7G_45w.pdb,-575.88335,0.9292,0
6N7G_46w.pdb,-575.88335,0.9292,0
6N7G_47w.pdb,-575.88335,0.9292,0
6N7G_48w.pdb,-575.88335,0.9292,0
6N7G_49w.pdb,-575.88335,0.9292,0
6N7G_4w.pdb,-575.88335,0.9292,0
6N7G_50w.pdb,-575.88335,0.9292,0
6N7G_5w.pdb,-575.88335,0.9292,0
6N7G_6w.pdb,-575.88335,0.9292,0
6N7G_7w.pdb,-575.88335,0.9292,0
6N7G_8w.pdb,-575.88335,0.9292,0
6N7G_9w.pdb,-575.88335,0.9292,0
