structure,HADDOCK-score,atomic-clashes
3J95_1.pdb,-1855.0315,1
3J95_10.pdb,-1855.0315,1
3J95_11.pdb,-1855.0315,1
3J95_12.pdb,-1855.0315,1
3J95_13.pdb,-1855.0315,1
3J95_14.pdb,-1855.0315,1
3J95_15.pdb,-1855.0315,1
3J95_16.pdb,-1855.0315,1
3J95_17.pdb,-1855.0315,1
3J95_18.pdb,-1855.0315,1
3J95_19.pdb,-1855.0315,1
3J95_2.pdb,-1855.0315,1
3J95_20.pdb,-1855.0315,1
3J95_21.pdb,-1855.0315,1
3J95_22.pdb,-1855.0315,1
3J95_23.pdb,-1855.0315,1
3J95_24.pdb,-1855.0315,1
3J95_25.pdb,-1855.0315,1
3J95_26.pdb,-1855.0315,1
3J95_27.pdb,-1855.0315,1
3J95_28.pdb,-1855.0315,1
3J95_29.pdb,-1855.0315,1
3J95_3.pdb,-1855.0315,1
3J95_30.pdb,-1855.0315,1
3J95_31.pdb,-1855.0315,1
3J95_32.pdb,-1855.0315,1
3J95_33.pdb,-1855.0315,1
3J95_34.pdb,-1855.0315,1
3J95_35.pdb,-1855.0315,1
3J95_36.pdb,-1855.0315,1
3J95_37.pdb,-1855.0315,1
3J95_38.pdb,-1855.0315,1
3J95_39.pdb,-1855.0315,1
3J95_4.pdb,-1855.0315,1
3J95_40.pdb,-1855.0315,1
3J95_41.pdb,-1855.0315,1
3J95_42.pdb,-1855.0315,1
3J95_43.pdb,-1855.0315,1
3J95_44.pdb,-1855.0315,1
3J95_45.pdb,-1855.0315,1
3J95_46.pdb,-1855.0315,1
3J95_47.pdb,-1855.0315,1
3J95_48.pdb,-1855.0315,1
3J95_49.pdb,-1855.0315,1
3J95_5.pdb,-1855.0315,1
3J95_50.pdb,-1855.0315,1
3J95_6.pdb,-1855.0315,1
3J95_7.pdb,-1855.0315,1
3J95_8.pdb,-1855.0315,1
3J95_9.pdb,-1855.0315,1
