structure,HADDOCK-score,atomic-clashes
6C06_1.pdb,-4242.864011,5
6C06_10.pdb,-4242.864011,5
6C06_11.pdb,-4242.864011,5
6C06_12.pdb,-4242.864011,5
6C06_13.pdb,-4242.864011,5
6C06_14.pdb,-4242.864011,5
6C06_15.pdb,-4242.864011,5
6C06_16.pdb,-4242.864011,5
6C06_17.pdb,-4242.864011,5
6C06_18.pdb,-4242.864011,5
6C06_19.pdb,-4242.864011,5
6C06_2.pdb,-4242.864011,5
6C06_20.pdb,-4242.864011,5
6C06_21.pdb,-4242.864011,5
6C06_22.pdb,-4242.864011,5
6C06_23.pdb,-4242.864011,5
6C06_24.pdb,-4242.864011,5
6C06_25.pdb,-4242.864011,5
6C06_26.pdb,-4242.864011,5
6C06_27.pdb,-4242.864011,5
6C06_28.pdb,-4242.864011,5
6C06_29.pdb,-4242.864011,5
6C06_3.pdb,-4242.864011,5
6C06_30.pdb,-4242.864011,5
6C06_31.pdb,-4242.864011,5
6C06_32.pdb,-4242.864011,5
6C06_33.pdb,-4242.864011,5
6C06_34.pdb,-4242.864011,5
6C06_35.pdb,-4242.864011,5
6C06_36.pdb,-4242.864011,5
6C06_37.pdb,-4242.864011,5
6C06_38.pdb,-4242.864011,5
6C06_39.pdb,-4242.864011,5
6C06_4.pdb,-4242.864011,5
6C06_40.pdb,-4242.864011,5
6C06_41.pdb,-4242.864011,5
6C06_42.pdb,-4242.864011,5
6C06_43.pdb,-4242.864011,5
6C06_44.pdb,-4242.864011,5
6C06_45.pdb,-4242.864011,5
6C06_46.pdb,-4242.864011,5
6C06_47.pdb,-4242.864011,5
6C06_48.pdb,-4242.864011,5
6C06_49.pdb,-4242.864011,5
6C06_5.pdb,-4242.864011,5
6C06_50.pdb,-4242.864011,5
6C06_6.pdb,-4242.864011,5
6C06_7.pdb,-4242.864011,5
6C06_8.pdb,-4242.864011,5
6C06_9.pdb,-4242.864011,5
