structure,HADDOCK-score,correlation,atomic-clashes
6N8T_10w.pdb,-2606.3993,0.8809,2
6N8T_11w.pdb,-2606.3993,0.8809,2
6N8T_12w.pdb,-2606.3993,0.8809,2
6N8T_13w.pdb,-2606.3993,0.8809,2
6N8T_14w.pdb,-2606.3993,0.8809,2
6N8T_15w.pdb,-2606.3993,0.8809,2
6N8T_16w.pdb,-2606.3993,0.8809,2
6N8T_17w.pdb,-2606.3993,0.8809,2
6N8T_18w.pdb,-2606.3993,0.8809,2
6N8T_19w.pdb,-2606.3993,0.8809,2
6N8T_1w.pdb,-2606.3993,0.8809,2
6N8T_20w.pdb,-2606.3993,0.8809,2
6N8T_21w.pdb,-2606.3993,0.8809,2
6N8T_22w.pdb,-2606.3993,0.8809,2
6N8T_23w.pdb,-2606.3993,0.8809,2
6N8T_24w.pdb,-2606.3993,0.8809,2
6N8T_25w.pdb,-2606.3993,0.8809,2
6N8T_26w.pdb,-2606.3993,0.8809,2
6N8T_27w.pdb,-2606.3993,0.8809,2
6N8T_28w.pdb,-2606.3993,0.8809,2
6N8T_29w.pdb,-2606.3993,0.8809,2
6N8T_2w.pdb,-2606.3993,0.8809,2
6N8T_30w.pdb,-2606.3993,0.8809,2
6N8T_31w.pdb,-2606.3993,0.8809,2
6N8T_32w.pdb,-2606.3993,0.8809,2
6N8T_33w.pdb,-2606.3993,0.8809,2
6N8T_34w.pdb,-2606.3993,0.8809,2
6N8T_35w.pdb,-2606.3993,0.8809,2
6N8T_36w.pdb,-2606.3993,0.8809,2
6N8T_37w.pdb,-2606.3993,0.8809,2
6N8T_38w.pdb,-2606.3993,0.8809,2
6N8T_39w.pdb,-2606.3993,0.8809,2
6N8T_3w.pdb,-2606.3993,0.8809,2
6N8T_40w.pdb,-2606.3993,0.8809,2
6N8T_41w.pdb,-2606.3993,0.8809,2
6N8T_42w.pdb,-2606.3993,0.8809,2
6N8T_43w.pdb,-2606.3993,0.8809,2
6N8T_44w.pdb,-2606.3993,0.8809,2
6N8T_45w.pdb,-2606.3993,0.8809,2
6N8T_46w.pdb,-2606.3993,0.8809,2
6N8T_47w.pdb,-2606.3993,0.8809,2
6N8T_48w.pdb,-2606.3993,0.8809,2
6N8T_49w.pdb,-2606.3993,0.8809,2
6N8T_4w.pdb,-2606.3993,0.8809,2
6N8T_50w.pdb,-2606.3993,0.8809,2
6N8T_5w.pdb,-2606.3993,0.8809,2
6N8T_6w.pdb,-2606.3993,0.8809,2
6N8T_7w.pdb,-2606.3993,0.8809,2
6N8T_8w.pdb,-2606.3993,0.8809,2
6N8T_9w.pdb,-2606.3993,0.8809,2
