structure,HADDOCK-score,correlation,atomic-clashes
6IRF_10w.pdb,-1505.1446,0.8885,1
6IRF_11w.pdb,-1505.1446,0.8885,1
6IRF_12w.pdb,-1505.1446,0.8885,1
6IRF_13w.pdb,-1505.1446,0.8885,1
6IRF_14w.pdb,-1600.94341,0.8762,0
6IRF_15w.pdb,-1575.99871,0.8765,0
6IRF_16w.pdb,-1505.1446,0.8885,1
6IRF_17w.pdb,-1505.1446,0.8885,1
6IRF_18w.pdb,-1505.1446,0.8885,1
6IRF_19w.pdb,-1505.1446,0.8885,1
6IRF_1w.pdb,-1505.1446,0.8885,1
6IRF_20w.pdb,-1505.1446,0.8885,1
6IRF_21w.pdb,-1580.57319,0.8772,0
6IRF_22w.pdb,-1598.96765,0.8772,0
6IRF_23w.pdb,-1505.1446,0.8885,1
6IRF_24w.pdb,-1678.46528,0.8754,0
6IRF_25w.pdb,-1615.3079,0.8766,0
6IRF_26w.pdb,-1505.1446,0.8885,1
6IRF_27w.pdb,-1505.1446,0.8885,1
6IRF_28w.pdb,-1613.56197,0.8771,0
6IRF_29w.pdb,-1559.48628,0.8767,0
6IRF_2w.pdb,-1505.1446,0.8885,1
6IRF_30w.pdb,-1612.67363,0.877,0
6IRF_31w.pdb,-1505.1446,0.8885,1
6IRF_32w.pdb,-1505.1446,0.8885,1
6IRF_33w.pdb,-1527.91803,0.8775,0
6IRF_34w.pdb,-1505.1446,0.8885,1
6IRF_35w.pdb,-1579.25477,0.877,0
6IRF_36w.pdb,-1505.1446,0.8885,1
6IRF_37w.pdb,-1582.49198,0.8765,0
6IRF_38w.pdb,-1606.8255,0.8767,0
6IRF_39w.pdb,-1597.61565,0.877,0
6IRF_3w.pdb,-1526.60655,0.877,0
6IRF_40w.pdb,-1545.43408,0.8761,0
6IRF_41w.pdb,-1563.4176,0.8768,0
6IRF_42w.pdb,-1505.1446,0.8885,1
6IRF_43w.pdb,-1574.6567,0.8765,0
6IRF_44w.pdb,-1505.1446,0.8885,1
6IRF_45w.pdb,-1505.1446,0.8885,1
6IRF_46w.pdb,-1589.19076,0.8763,0
6IRF_47w.pdb,-1554.25067,0.877,0
6IRF_48w.pdb,-1608.86528,0.8765,0
6IRF_49w.pdb,-1505.1446,0.8885,1
6IRF_4w.pdb,-1563.45351,0.8762,0
6IRF_50w.pdb,-1535.67199,0.8766,0
6IRF_5w.pdb,-1505.1446,0.8885,1
6IRF_6w.pdb,-1505.1446,0.8885,1
6IRF_7w.pdb,-1565.96644,0.8769,0
6IRF_8w.pdb,-1598.64634,0.8765,0
6IRF_9w.pdb,-1505.1446,0.8885,1
