structure,HADDOCK-score,atomic-clashes
6UC0_1.pdb,22718339.7642,16
6UC0_10.pdb,22718339.7642,16
6UC0_11.pdb,22718339.7642,16
6UC0_12.pdb,22718339.7642,16
6UC0_13.pdb,22718339.7642,16
6UC0_14.pdb,22718339.7642,16
6UC0_15.pdb,22718339.7642,16
6UC0_16.pdb,22718339.7642,16
6UC0_17.pdb,22718339.7642,16
6UC0_18.pdb,22718339.7642,16
6UC0_19.pdb,22718339.7642,16
6UC0_2.pdb,22718339.7642,16
6UC0_20.pdb,22718339.7642,16
6UC0_21.pdb,22718339.7642,16
6UC0_22.pdb,22718339.7642,16
6UC0_23.pdb,22718339.7642,16
6UC0_24.pdb,22718339.7642,16
6UC0_25.pdb,22718339.7642,16
6UC0_26.pdb,22718339.7642,16
6UC0_27.pdb,22718339.7642,16
6UC0_28.pdb,22718339.7642,16
6UC0_29.pdb,22718339.7642,16
6UC0_3.pdb,22718339.7642,16
6UC0_30.pdb,22718339.7642,16
6UC0_31.pdb,22718339.7642,16
6UC0_32.pdb,22718339.7642,16
6UC0_33.pdb,22718339.7642,16
6UC0_34.pdb,22718339.7642,16
6UC0_35.pdb,22718339.7642,16
6UC0_36.pdb,22718339.7642,16
6UC0_37.pdb,22718339.7642,16
6UC0_38.pdb,22718339.7642,16
6UC0_39.pdb,22718339.7642,16
6UC0_4.pdb,22718339.7642,16
6UC0_40.pdb,22718339.7642,16
6UC0_41.pdb,22718339.7642,16
6UC0_42.pdb,22718339.7642,16
6UC0_43.pdb,22718339.7642,16
6UC0_44.pdb,22718339.7642,16
6UC0_45.pdb,22718339.7642,16
6UC0_46.pdb,22718339.7642,16
6UC0_47.pdb,22718339.7642,16
6UC0_48.pdb,22718339.7642,16
6UC0_49.pdb,22718339.7642,16
6UC0_5.pdb,22718339.7642,16
6UC0_50.pdb,22718339.7642,16
6UC0_6.pdb,22718339.7642,16
6UC0_7.pdb,22718339.7642,16
6UC0_8.pdb,22718339.7642,16
6UC0_9.pdb,22718339.7642,16
