structure,HADDOCK-score,correlation,atomic-clashes
6N1Q_10w.pdb,3985.3293,0.8945,31
6N1Q_11w.pdb,3985.3293,0.8945,31
6N1Q_12w.pdb,3985.3293,0.8945,31
6N1Q_13w.pdb,3985.3293,0.8945,31
6N1Q_14w.pdb,3985.3293,0.8945,31
6N1Q_15w.pdb,3985.3293,0.8945,31
6N1Q_16w.pdb,3985.3293,0.8945,31
6N1Q_17w.pdb,3985.3293,0.8945,31
6N1Q_18w.pdb,3985.3293,0.8945,31
6N1Q_19w.pdb,3985.3293,0.8945,31
6N1Q_1w.pdb,3985.3293,0.8945,31
6N1Q_20w.pdb,3985.3293,0.8945,31
6N1Q_21w.pdb,3985.3293,0.8945,31
6N1Q_22w.pdb,3985.3293,0.8945,31
6N1Q_23w.pdb,3985.3293,0.8945,31
6N1Q_24w.pdb,3985.3293,0.8945,31
6N1Q_25w.pdb,3985.3293,0.8945,31
6N1Q_26w.pdb,3985.3293,0.8945,31
6N1Q_27w.pdb,3985.3293,0.8945,31
6N1Q_28w.pdb,3985.3293,0.8945,31
6N1Q_29w.pdb,3985.3293,0.8945,31
6N1Q_2w.pdb,3985.3293,0.8945,31
6N1Q_30w.pdb,3985.3293,0.8945,31
6N1Q_31w.pdb,3985.3293,0.8945,31
6N1Q_32w.pdb,3985.3293,0.8945,31
6N1Q_33w.pdb,3985.3293,0.8945,31
6N1Q_34w.pdb,3985.3293,0.8945,31
6N1Q_35w.pdb,3985.3293,0.8945,31
6N1Q_36w.pdb,3985.3293,0.8945,31
6N1Q_37w.pdb,3985.3293,0.8945,31
6N1Q_38w.pdb,3985.3293,0.8945,31
6N1Q_39w.pdb,3985.3293,0.8945,31
6N1Q_3w.pdb,3985.3293,0.8945,31
6N1Q_40w.pdb,3985.3293,0.8945,31
6N1Q_41w.pdb,3985.3293,0.8945,31
6N1Q_42w.pdb,3985.3293,0.8945,31
6N1Q_43w.pdb,3985.3293,0.8945,31
6N1Q_44w.pdb,3985.3293,0.8945,31
6N1Q_45w.pdb,3985.3293,0.8945,31
6N1Q_46w.pdb,3985.3293,0.8945,31
6N1Q_47w.pdb,3985.3293,0.8945,31
6N1Q_48w.pdb,3985.3293,0.8945,31
6N1Q_49w.pdb,3985.3293,0.8945,31
6N1Q_4w.pdb,3985.3293,0.8945,31
6N1Q_50w.pdb,3985.3293,0.8945,31
6N1Q_5w.pdb,3985.3293,0.8945,31
6N1Q_6w.pdb,3985.3293,0.8945,31
6N1Q_7w.pdb,3985.3293,0.8945,31
6N1Q_8w.pdb,3985.3293,0.8945,31
6N1Q_9w.pdb,3985.3293,0.8945,31
