structure,HADDOCK-score,correlation,atomic-clashes
3J95_10w.pdb,-1420.2125,0.9407,0
3J95_11w.pdb,-1420.2125,0.9407,0
3J95_12w.pdb,-1420.2125,0.9407,0
3J95_13w.pdb,-1420.2125,0.9407,0
3J95_14w.pdb,-1420.2125,0.9407,0
3J95_15w.pdb,-1420.2125,0.9407,0
3J95_16w.pdb,-1420.2125,0.9407,0
3J95_17w.pdb,-1420.2125,0.9407,0
3J95_18w.pdb,-1420.2125,0.9407,0
3J95_19w.pdb,-1420.2125,0.9407,0
3J95_1w.pdb,-1420.2125,0.9407,0
3J95_20w.pdb,-1420.2125,0.9407,0
3J95_21w.pdb,-1420.2125,0.9407,0
3J95_22w.pdb,-1420.2125,0.9407,0
3J95_23w.pdb,-1420.2125,0.9407,0
3J95_24w.pdb,-1420.2125,0.9407,0
3J95_25w.pdb,-1420.2125,0.9407,0
3J95_26w.pdb,-1420.2125,0.9407,0
3J95_27w.pdb,-1420.2125,0.9407,0
3J95_28w.pdb,-1420.2125,0.9407,0
3J95_29w.pdb,-1420.2125,0.9407,0
3J95_2w.pdb,-1420.2125,0.9407,0
3J95_30w.pdb,-1420.2125,0.9407,0
3J95_31w.pdb,-1420.2125,0.9407,0
3J95_32w.pdb,-1420.2125,0.9407,0
3J95_33w.pdb,-1420.2125,0.9407,0
3J95_34w.pdb,-1420.2125,0.9407,0
3J95_35w.pdb,-1420.2125,0.9407,0
3J95_36w.pdb,-1420.2125,0.9407,0
3J95_37w.pdb,-1420.2125,0.9407,0
3J95_38w.pdb,-1420.2125,0.9407,0
3J95_39w.pdb,-1420.2125,0.9407,0
3J95_3w.pdb,-1420.2125,0.9407,0
3J95_40w.pdb,-1420.2125,0.9407,0
3J95_41w.pdb,-1420.2125,0.9407,0
3J95_42w.pdb,-1420.2125,0.9407,0
3J95_43w.pdb,-1420.2125,0.9407,0
3J95_44w.pdb,-1420.2125,0.9407,0
3J95_45w.pdb,-1420.2125,0.9407,0
3J95_46w.pdb,-1420.2125,0.9407,0
3J95_47w.pdb,-1420.2125,0.9407,0
3J95_48w.pdb,-1420.2125,0.9407,0
3J95_49w.pdb,-1420.2125,0.9407,0
3J95_4w.pdb,-1420.2125,0.9407,0
3J95_50w.pdb,-1420.2125,0.9407,0
3J95_5w.pdb,-1420.2125,0.9407,0
3J95_6w.pdb,-1420.2125,0.9407,0
3J95_7w.pdb,-1420.2125,0.9407,0
3J95_8w.pdb,-1420.2125,0.9407,0
3J95_9w.pdb,-1420.2125,0.9407,0
