structure,HADDOCK-score,correlation,atomic-clashes
6ENY_10w.pdb,-673.302879,0.8853,0
6ENY_11w.pdb,-679.735283,0.8868,0
6ENY_12w.pdb,-668.947403,0.8852,0
6ENY_13w.pdb,-665.86369,0.8862,0
6ENY_14w.pdb,-667.14218,0.8852,0
6ENY_15w.pdb,-691.826788,0.886,0
6ENY_16w.pdb,-667.64516,0.8841,0
6ENY_17w.pdb,-668.674288,0.8866,0
6ENY_18w.pdb,-679.162257,0.885,0
6ENY_19w.pdb,-684.00213,0.8852,0
6ENY_1w.pdb,-674.13508,0.8855,0
6ENY_20w.pdb,-713.830143,0.8848,0
6ENY_21w.pdb,-669.814504,0.8857,0
6ENY_22w.pdb,-702.665667,0.8857,0
6ENY_23w.pdb,-706.117524,0.8862,0
6ENY_24w.pdb,-662.668446,0.8843,0
6ENY_25w.pdb,-705.228302,0.8853,0
6ENY_26w.pdb,-674.312282,0.8863,0
6ENY_27w.pdb,-662.01017,0.8855,0
6ENY_28w.pdb,-666.094471,0.8856,0
6ENY_29w.pdb,-654.716321,0.8834,0
6ENY_2w.pdb,-676.921721,0.8845,0
6ENY_30w.pdb,-682.09745,0.8859,0
6ENY_31w.pdb,-685.195936,0.8877,0
6ENY_32w.pdb,-669.66752,0.884,0
6ENY_33w.pdb,-646.344185,0.8854,0
6ENY_34w.pdb,-668.27169,0.8837,0
6ENY_35w.pdb,-696.449949,0.8856,0
6ENY_36w.pdb,-716.142942,0.8856,0
6ENY_37w.pdb,-713.345644,0.8841,0
6ENY_38w.pdb,-672.442523,0.8845,0
6ENY_39w.pdb,-639.461257,0.8846,0
6ENY_3w.pdb,-673.389786,0.8849,0
6ENY_40w.pdb,-674.4662,0.8856,0
6ENY_41w.pdb,-680.87427,0.8854,0
6ENY_42w.pdb,-697.285041,0.8845,0
6ENY_43w.pdb,-688.620625,0.8862,0
6ENY_44w.pdb,-710.873266,0.8856,0
6ENY_45w.pdb,-683.384138,0.8854,0
6ENY_46w.pdb,-689.272728,0.8861,0
6ENY_47w.pdb,-716.84554,0.8864,1
6ENY_48w.pdb,-691.115665,0.8856,0
6ENY_49w.pdb,-736.883206,0.8851,0
6ENY_4w.pdb,-699.873127,0.8853,0
6ENY_50w.pdb,-680.27836,0.8843,0
6ENY_5w.pdb,-686.880823,0.8869,0
6ENY_6w.pdb,-712.79501,0.8862,0
6ENY_7w.pdb,-664.726132,0.8843,0
6ENY_8w.pdb,-665.170528,0.8861,0
6ENY_9w.pdb,-704.397083,0.8856,1
