structure,HADDOCK-score,correlation,atomic-clashes
6R7I_10w.pdb,-1256.3556,0.8753,17
6R7I_11w.pdb,-1261.9066,0.8786,17
6R7I_12w.pdb,-1325.5222,0.8758,18
6R7I_13w.pdb,-1205.9451,0.879,19
6R7I_14w.pdb,-1268.2008,0.8756,18
6R7I_15w.pdb,-1327.2386,0.8762,19
6R7I_16w.pdb,-1276.0314,0.8756,17
6R7I_17w.pdb,-1334.3182,0.8755,17
6R7I_18w.pdb,-1388.4074,0.8774,18
6R7I_19w.pdb,-1303.3935,0.8731,19
6R7I_1w.pdb,-1223.5091,0.8755,19
6R7I_20w.pdb,-1239.7532,0.8766,18
6R7I_21w.pdb,-1236.1871,0.8751,18
6R7I_22w.pdb,-1329.1558,0.8762,17
6R7I_23w.pdb,-1272.5699,0.8792,17
6R7I_24w.pdb,-1275.304,0.8756,18
6R7I_25w.pdb,-1288.0107,0.8755,18
6R7I_26w.pdb,-1328.0089,0.8798,17
6R7I_27w.pdb,-1349.5184,0.8736,17
6R7I_28w.pdb,-1261.2847,0.8776,17
6R7I_29w.pdb,-1341.9441,0.8805,18
6R7I_2w.pdb,-1240.2816,0.8758,18
6R7I_30w.pdb,-1267.1981,0.8769,19
6R7I_31w.pdb,-1202.8379,0.8758,17
6R7I_32w.pdb,-1313.0334,0.8778,17
6R7I_33w.pdb,-1445.8576,0.8809,18
6R7I_34w.pdb,-1257.4172,0.8734,17
6R7I_35w.pdb,-1368.0481,0.8781,19
6R7I_36w.pdb,-1293.2169,0.8765,17
6R7I_37w.pdb,-1301.6239,0.8791,18
6R7I_38w.pdb,-1242.6856,0.8754,17
6R7I_39w.pdb,-1400.44,0.8774,17
6R7I_3w.pdb,-1165.4019,0.8755,18
6R7I_40w.pdb,-1310.41,0.8772,17
6R7I_41w.pdb,-1173.8289,0.8735,18
6R7I_42w.pdb,-1317.7238,0.8787,18
6R7I_43w.pdb,-1322.3319,0.8772,17
6R7I_44w.pdb,-1397.1995,0.8776,17
6R7I_45w.pdb,-1323.386,0.8771,17
6R7I_46w.pdb,-1328.9064,0.8771,17
6R7I_47w.pdb,-1306.2123,0.8751,17
6R7I_48w.pdb,-1388.7131,0.8749,17
6R7I_49w.pdb,-1293.1679,0.8784,17
6R7I_4w.pdb,-1243.5533,0.8762,17
6R7I_50w.pdb,-1366.1389,0.8751,22
6R7I_5w.pdb,-1305.8886,0.8775,18
6R7I_6w.pdb,-1210.5199,0.873,18
6R7I_7w.pdb,-1330.3101,0.8815,18
6R7I_8w.pdb,-1393.5285,0.8795,17
6R7I_9w.pdb,-1266.2034,0.8724,19
