structure,HADDOCK-score,atomic-clashes
5GRS_1.pdb,-4748.14164,5
5GRS_10.pdb,-4750.1285,5
5GRS_11.pdb,-4750.976,5
5GRS_12.pdb,-4751.63621,5
5GRS_13.pdb,-4750.16747,5
5GRS_14.pdb,-4750.14108,5
5GRS_15.pdb,-4758.63608,5
5GRS_16.pdb,-4749.90715,5
5GRS_17.pdb,-4752.67232,5
5GRS_18.pdb,-4755.42204,5
5GRS_19.pdb,-4747.52325,5
5GRS_2.pdb,-4753.70286,5
5GRS_20.pdb,-4758.05825,5
5GRS_21.pdb,-4746.87121,5
5GRS_22.pdb,-4744.97625,5
5GRS_23.pdb,-4755.08746,5
5GRS_24.pdb,-4756.13943,5
5GRS_25.pdb,-4756.51203,5
5GRS_26.pdb,-4749.94534,5
5GRS_27.pdb,-4750.86551,5
5GRS_28.pdb,-4756.49294,5
5GRS_29.pdb,-4754.51531,5
5GRS_3.pdb,-4752.02449,5
5GRS_30.pdb,-4758.82216,5
5GRS_31.pdb,-4747.73721,5
5GRS_32.pdb,-4752.12677,5
5GRS_33.pdb,-4746.30199,5
5GRS_34.pdb,-4753.81565,5
5GRS_35.pdb,-4746.52799,5
5GRS_36.pdb,-4751.73818,5
5GRS_37.pdb,-4749.54685,5
5GRS_38.pdb,-4747.63278,5
5GRS_39.pdb,-4745.67286,5
5GRS_4.pdb,-4751.66519,5
5GRS_40.pdb,-4753.09352,5
5GRS_41.pdb,-4751.60951,5
5GRS_42.pdb,-4751.66301,5
5GRS_43.pdb,-4744.42306,5
5GRS_44.pdb,-4746.51716,5
5GRS_45.pdb,-4750.37168,5
5GRS_46.pdb,-4752.06834,5
5GRS_47.pdb,-4750.69714,5
5GRS_48.pdb,-4756.87102,5
5GRS_49.pdb,-4753.71312,5
5GRS_5.pdb,-4750.68502,5
5GRS_50.pdb,-4757.83082,5
5GRS_6.pdb,-4751.91372,5
5GRS_7.pdb,-4749.16875,5
5GRS_8.pdb,-4752.04537,5
5GRS_9.pdb,-4743.98317,5
