structure,HADDOCK-score,atomic-clashes
6UBY_1.pdb,-2560.782416,4
6UBY_10.pdb,-2560.782416,4
6UBY_11.pdb,-2560.782416,4
6UBY_12.pdb,-2560.782416,4
6UBY_13.pdb,-2560.782416,4
6UBY_14.pdb,-2560.782416,4
6UBY_15.pdb,-2560.782416,4
6UBY_16.pdb,-2560.782416,4
6UBY_17.pdb,-2560.782416,4
6UBY_18.pdb,-2560.782416,4
6UBY_19.pdb,-2560.782416,4
6UBY_2.pdb,-2560.782416,4
6UBY_20.pdb,-2560.782416,4
6UBY_21.pdb,-2560.782416,4
6UBY_22.pdb,-2560.782416,4
6UBY_23.pdb,-2560.782416,4
6UBY_24.pdb,-2560.782416,4
6UBY_25.pdb,-2560.782416,4
6UBY_26.pdb,-2560.782416,4
6UBY_27.pdb,-2560.782416,4
6UBY_28.pdb,-2560.782416,4
6UBY_29.pdb,-2560.782416,4
6UBY_3.pdb,-2560.782416,4
6UBY_30.pdb,-2560.782416,4
6UBY_31.pdb,-2560.782416,4
6UBY_32.pdb,-2560.782416,4
6UBY_33.pdb,-2560.782416,4
6UBY_34.pdb,-2560.782416,4
6UBY_35.pdb,-2560.782416,4
6UBY_36.pdb,-2560.782416,4
6UBY_37.pdb,-2560.782416,4
6UBY_38.pdb,-2560.782416,4
6UBY_39.pdb,-2560.782416,4
6UBY_4.pdb,-2560.782416,4
6UBY_40.pdb,-2560.782416,4
6UBY_41.pdb,-2560.782416,4
6UBY_42.pdb,-2560.782416,4
6UBY_43.pdb,-2560.782416,4
6UBY_44.pdb,-2560.782416,4
6UBY_45.pdb,-2560.782416,4
6UBY_46.pdb,-2560.782416,4
6UBY_47.pdb,-2560.782416,4
6UBY_48.pdb,-2560.782416,4
6UBY_49.pdb,-2560.782416,4
6UBY_5.pdb,-2560.782416,4
6UBY_50.pdb,-2560.782416,4
6UBY_6.pdb,-2560.782416,4
6UBY_7.pdb,-2560.782416,4
6UBY_8.pdb,-2560.782416,4
6UBY_9.pdb,-2560.782416,4
