structure,HADDOCK-score,atomic-clashes
6IRF_1.pdb,-2636.685,8
6IRF_10.pdb,-2636.685,8
6IRF_11.pdb,-2636.685,8
6IRF_12.pdb,-2636.685,8
6IRF_13.pdb,-2636.685,8
6IRF_14.pdb,-2636.685,8
6IRF_15.pdb,-2636.685,8
6IRF_16.pdb,-2636.685,8
6IRF_17.pdb,-2636.685,8
6IRF_18.pdb,-2636.685,8
6IRF_19.pdb,-2636.685,8
6IRF_2.pdb,-2636.685,8
6IRF_20.pdb,-2636.685,8
6IRF_21.pdb,-2636.685,8
6IRF_22.pdb,-2636.685,8
6IRF_23.pdb,-2636.685,8
6IRF_24.pdb,-2636.685,8
6IRF_25.pdb,-2636.685,8
6IRF_26.pdb,-2636.685,8
6IRF_27.pdb,-2636.685,8
6IRF_28.pdb,-2636.685,8
6IRF_29.pdb,-2636.685,8
6IRF_3.pdb,-2636.685,8
6IRF_30.pdb,-2636.685,8
6IRF_31.pdb,-2636.685,8
6IRF_32.pdb,-2636.685,8
6IRF_33.pdb,-2636.685,8
6IRF_34.pdb,-2636.685,8
6IRF_35.pdb,-2636.685,8
6IRF_36.pdb,-2636.685,8
6IRF_37.pdb,-2636.685,8
6IRF_38.pdb,-2636.685,8
6IRF_39.pdb,-2636.685,8
6IRF_4.pdb,-2636.685,8
6IRF_40.pdb,-2636.685,8
6IRF_41.pdb,-2636.685,8
6IRF_42.pdb,-2636.685,8
6IRF_43.pdb,-2636.685,8
6IRF_44.pdb,-2636.685,8
6IRF_45.pdb,-2636.685,8
6IRF_46.pdb,-2636.685,8
6IRF_47.pdb,-2636.685,8
6IRF_48.pdb,-2636.685,8
6IRF_49.pdb,-2636.685,8
6IRF_5.pdb,-2636.685,8
6IRF_50.pdb,-2636.685,8
6IRF_6.pdb,-2636.685,8
6IRF_7.pdb,-2636.685,8
6IRF_8.pdb,-2636.685,8
6IRF_9.pdb,-2636.685,8
