structure,HADDOCK-score,atomic-clashes
6IRF_10.pdb,-2152.447,0
6IRF_11.pdb,-1956.4014,0
6IRF_12.pdb,-2094.629,0
6IRF_13.pdb,-2247.6881,1
6IRF_14.pdb,-1872.7592,0
6IRF_15.pdb,-2153.9838,1
6IRF_16.pdb,-2286.1266,0
6IRF_17.pdb,-1968.1991,0
6IRF_18.pdb,-2271.182,0
6IRF_19.pdb,-2078.9725,0
6IRF_1.pdb,-2090.5731,0
6IRF_20.pdb,-2219.3553,0
6IRF_21.pdb,-2258.5243,0
6IRF_22.pdb,-2209.4254,0
6IRF_23.pdb,-2264.5262,0
6IRF_24.pdb,-2251.7057,0
6IRF_25.pdb,-1960.9412,1
6IRF_26.pdb,-2062.184,1
6IRF_27.pdb,-2354.1117,1
6IRF_28.pdb,-2287.2031,0
6IRF_29.pdb,-2363.3381,0
6IRF_2.pdb,-2259.282,0
6IRF_30.pdb,-2155.8375,0
6IRF_31.pdb,-2218.9587,0
6IRF_32.pdb,-2295.9358,0
6IRF_33.pdb,-2382.1458,0
6IRF_34.pdb,-2088.1531,0
6IRF_35.pdb,-2365.9842,1
6IRF_36.pdb,-2269.7428,0
6IRF_37.pdb,-2164.2587,0
6IRF_38.pdb,-2277.4763,1
6IRF_39.pdb,-2206.2142,0
6IRF_3.pdb,-2017.2046,0
6IRF_40.pdb,-2055.2713,0
6IRF_41.pdb,-2223.7853,0
6IRF_42.pdb,-2238.70999,0
6IRF_43.pdb,-2192.3233,0
6IRF_44.pdb,-2276.9133,0
6IRF_45.pdb,-2134.4107,0
6IRF_46.pdb,-1920.4589,0
6IRF_47.pdb,-2043.139,1
6IRF_48.pdb,-2171.9928,1
6IRF_49.pdb,-2368.1779,1
6IRF_4.pdb,-2532.2132,2
6IRF_50.pdb,-2265.951,0
6IRF_5.pdb,-2317.9259,0
6IRF_6.pdb,-2179.6225,1
6IRF_7.pdb,-2446.8083,0
6IRF_8.pdb,-2110.3486,0
6IRF_9.pdb,-2161.2587,1
