structure,HADDOCK-score,atomic-clashes
6AHF_1.pdb,-2150.674,6
6AHF_10.pdb,-2150.674,6
6AHF_11.pdb,-2150.674,6
6AHF_12.pdb,-2150.674,6
6AHF_13.pdb,-2150.674,6
6AHF_14.pdb,-2150.674,6
6AHF_15.pdb,-2150.674,6
6AHF_16.pdb,-2150.674,6
6AHF_17.pdb,-2150.674,6
6AHF_18.pdb,-2150.674,6
6AHF_19.pdb,-2150.674,6
6AHF_2.pdb,-2150.674,6
6AHF_20.pdb,-2150.674,6
6AHF_21.pdb,-2150.674,6
6AHF_22.pdb,-2150.674,6
6AHF_23.pdb,-2150.674,6
6AHF_24.pdb,-2150.674,6
6AHF_25.pdb,-2150.674,6
6AHF_26.pdb,-2150.674,6
6AHF_27.pdb,-2150.674,6
6AHF_28.pdb,-2150.674,6
6AHF_29.pdb,-2150.674,6
6AHF_3.pdb,-2150.674,6
6AHF_30.pdb,-2150.674,6
6AHF_31.pdb,-2150.674,6
6AHF_32.pdb,-2150.674,6
6AHF_33.pdb,-2150.674,6
6AHF_34.pdb,-2150.674,6
6AHF_35.pdb,-2150.674,6
6AHF_36.pdb,-2150.674,6
6AHF_37.pdb,-2150.674,6
6AHF_38.pdb,-2150.674,6
6AHF_39.pdb,-2150.674,6
6AHF_4.pdb,-2150.674,6
6AHF_40.pdb,-2150.674,6
6AHF_41.pdb,-2150.674,6
6AHF_42.pdb,-2150.674,6
6AHF_43.pdb,-2150.674,6
6AHF_44.pdb,-2150.674,6
6AHF_45.pdb,-2150.674,6
6AHF_46.pdb,-2150.674,6
6AHF_47.pdb,-2150.674,6
6AHF_48.pdb,-2150.674,6
6AHF_49.pdb,-2150.674,6
6AHF_5.pdb,-2150.674,6
6AHF_50.pdb,-2150.674,6
6AHF_6.pdb,-2150.674,6
6AHF_7.pdb,-2150.674,6
6AHF_8.pdb,-2150.674,6
6AHF_9.pdb,-2150.674,6
