structure,HADDOCK-score,correlation,atomic-clashes
3J95_10w.pdb,-1096.23365,0.9383,1
3J95_11w.pdb,-1096.23365,0.9383,1
3J95_12w.pdb,-1480.75022,0.9259,0
3J95_13w.pdb,-1096.23365,0.9383,1
3J95_14w.pdb,-1096.23365,0.9383,1
3J95_15w.pdb,-1448.16506,0.9269,0
3J95_16w.pdb,-1096.23365,0.9383,1
3J95_17w.pdb,-1492.41659,0.9259,0
3J95_18w.pdb,-1505.62673,0.9256,0
3J95_19w.pdb,-1096.23365,0.9383,1
3J95_1w.pdb,-1495.38179,0.9263,0
3J95_20w.pdb,-1514.25402,0.9255,0
3J95_21w.pdb,-1550.80597,0.9263,0
3J95_22w.pdb,-1517.77775,0.927,0
3J95_23w.pdb,-1534.29475,0.9265,0
3J95_24w.pdb,-1530.79023,0.9262,0
3J95_25w.pdb,-1533.38658,0.926,0
3J95_26w.pdb,-1547.19637,0.9258,0
3J95_27w.pdb,-1096.23365,0.9383,1
3J95_28w.pdb,-1096.23365,0.9383,1
3J95_29w.pdb,-1096.23365,0.9383,1
3J95_2w.pdb,-1492.13078,0.9265,0
3J95_30w.pdb,-1537.47119,0.9263,0
3J95_31w.pdb,-1096.23365,0.9383,1
3J95_32w.pdb,-1495.22216,0.9259,0
3J95_33w.pdb,-1498.55683,0.9265,0
3J95_34w.pdb,-1096.23365,0.9383,1
3J95_35w.pdb,-1096.23365,0.9383,1
3J95_36w.pdb,-1501.91786,0.9264,0
3J95_37w.pdb,-1096.23365,0.9383,1
3J95_38w.pdb,-1096.23365,0.9383,1
3J95_39w.pdb,-1096.23365,0.9383,1
3J95_3w.pdb,-1557.71006,0.9259,0
3J95_40w.pdb,-1096.23365,0.9383,1
3J95_41w.pdb,-1452.79912,0.9256,0
3J95_42w.pdb,-1096.23365,0.9383,1
3J95_43w.pdb,-1454.81298,0.9269,0
3J95_44w.pdb,-1096.23365,0.9383,1
3J95_45w.pdb,-1481.67396,0.9255,0
3J95_46w.pdb,-1519.19152,0.9265,0
3J95_47w.pdb,-1500.18924,0.9269,0
3J95_48w.pdb,-1096.23365,0.9383,1
3J95_49w.pdb,-1444.93797,0.9262,0
3J95_4w.pdb,-1096.23365,0.9383,1
3J95_50w.pdb,-1463.12522,0.9248,0
3J95_5w.pdb,-1096.23365,0.9383,1
3J95_6w.pdb,-1096.23365,0.9383,1
3J95_7w.pdb,-1096.23365,0.9383,1
3J95_8w.pdb,-1096.23365,0.9383,1
3J95_9w.pdb,-1096.23365,0.9383,1
