structure,HADDOCK-score,correlation,atomic-clashes
5GRS_10w.pdb,-2399.393998,0.8891,0
5GRS_11w.pdb,-2429.421995,0.8891,0
5GRS_12w.pdb,-2419.981366,0.8886,0
5GRS_13w.pdb,-2346.290286,0.8898,0
5GRS_14w.pdb,-2355.0467,0.8898,0
5GRS_15w.pdb,-2371.7798574,0.8889,0
5GRS_16w.pdb,-2362.933753,0.8905,0
5GRS_17w.pdb,-2436.344089,0.8891,0
5GRS_18w.pdb,-2400.258328,0.8888,0
5GRS_19w.pdb,-2434.575834,0.8886,0
5GRS_1w.pdb,-2436.521514,0.8893,0
5GRS_20w.pdb,-2359.906637,0.8898,0
5GRS_21w.pdb,-2363.881787,0.8892,0
5GRS_22w.pdb,-2383.626116,0.8894,0
5GRS_23w.pdb,-2428.9035982,0.8897,0
5GRS_24w.pdb,-2439.510509,0.8894,0
5GRS_25w.pdb,-2433.130138,0.8895,0
5GRS_26w.pdb,-2375.632831,0.8883,0
5GRS_27w.pdb,-2416.607254,0.8898,0
5GRS_28w.pdb,-2411.841579,0.8898,0
5GRS_29w.pdb,-2393.232471,0.8892,0
5GRS_2w.pdb,-2417.998922,0.8898,0
5GRS_30w.pdb,-2409.500633,0.8894,0
5GRS_31w.pdb,-2379.815576,0.89,0
5GRS_32w.pdb,-2421.491787,0.8889,0
5GRS_33w.pdb,-2384.067195,0.8901,0
5GRS_34w.pdb,-2406.351101,0.8887,0
5GRS_35w.pdb,-2407.338986,0.8901,0
5GRS_36w.pdb,-2406.104291,0.8892,0
5GRS_37w.pdb,-2451.017666,0.889,0
5GRS_38w.pdb,-2448.780196,0.8891,0
5GRS_39w.pdb,-2394.298276,0.8891,0
5GRS_3w.pdb,-2367.597321,0.8899,0
5GRS_40w.pdb,-2428.951803,0.8897,0
5GRS_41w.pdb,-2395.664905,0.8891,0
5GRS_42w.pdb,-2382.124291,0.8889,0
5GRS_43w.pdb,-2449.025686,0.8892,0
5GRS_44w.pdb,-2360.084483,0.8902,0
5GRS_45w.pdb,-2418.755141,0.8887,0
5GRS_46w.pdb,-2402.055295,0.8899,0
5GRS_47w.pdb,-2407.959974,0.8895,0
5GRS_48w.pdb,-2428.892756,0.8891,0
5GRS_49w.pdb,-2415.80834,0.8887,0
5GRS_4w.pdb,-2376.773917,0.8892,0
5GRS_50w.pdb,-2391.664836,0.8897,0
5GRS_5w.pdb,-2406.378596,0.89,0
5GRS_6w.pdb,-2363.052239,0.8898,0
5GRS_7w.pdb,-2426.0712535,0.8898,0
5GRS_8w.pdb,-2452.961619,0.8901,0
5GRS_9w.pdb,-2393.797989,0.889,0
