structure,HADDOCK-score,correlation,atomic-clashes
6AHF_10w.pdb,1202.05745,0.8946,21
6AHF_11w.pdb,1202.05745,0.8946,21
6AHF_12w.pdb,1202.05745,0.8946,21
6AHF_13w.pdb,1202.05745,0.8946,21
6AHF_14w.pdb,1202.05745,0.8946,21
6AHF_15w.pdb,1202.05745,0.8946,21
6AHF_16w.pdb,1202.05745,0.8946,21
6AHF_17w.pdb,1202.05745,0.8946,21
6AHF_18w.pdb,1202.05745,0.8946,21
6AHF_19w.pdb,1202.05745,0.8946,21
6AHF_1w.pdb,1202.05745,0.8946,21
6AHF_20w.pdb,1202.05745,0.8946,21
6AHF_21w.pdb,1202.05745,0.8946,21
6AHF_22w.pdb,1202.05745,0.8946,21
6AHF_23w.pdb,1202.05745,0.8946,21
6AHF_24w.pdb,1202.05745,0.8946,21
6AHF_25w.pdb,1202.05745,0.8946,21
6AHF_26w.pdb,1202.05745,0.8946,21
6AHF_27w.pdb,1202.05745,0.8946,21
6AHF_28w.pdb,1202.05745,0.8946,21
6AHF_29w.pdb,1202.05745,0.8946,21
6AHF_2w.pdb,1202.05745,0.8946,21
6AHF_30w.pdb,1202.05745,0.8946,21
6AHF_31w.pdb,1202.05745,0.8946,21
6AHF_32w.pdb,1202.05745,0.8946,21
6AHF_33w.pdb,1202.05745,0.8946,21
6AHF_34w.pdb,1202.05745,0.8946,21
6AHF_35w.pdb,1202.05745,0.8946,21
6AHF_36w.pdb,1202.05745,0.8946,21
6AHF_37w.pdb,1202.05745,0.8946,21
6AHF_38w.pdb,1202.05745,0.8946,21
6AHF_39w.pdb,1202.05745,0.8946,21
6AHF_3w.pdb,1202.05745,0.8946,21
6AHF_40w.pdb,1202.05745,0.8946,21
6AHF_41w.pdb,1202.05745,0.8946,21
6AHF_42w.pdb,1202.05745,0.8946,21
6AHF_43w.pdb,1202.05745,0.8946,21
6AHF_44w.pdb,1202.05745,0.8946,21
6AHF_45w.pdb,1202.05745,0.8946,21
6AHF_46w.pdb,1202.05745,0.8946,21
6AHF_47w.pdb,1202.05745,0.8946,21
6AHF_48w.pdb,1202.05745,0.8946,21
6AHF_49w.pdb,1202.05745,0.8946,21
6AHF_4w.pdb,1202.05745,0.8946,21
6AHF_50w.pdb,1202.05745,0.8946,21
6AHF_5w.pdb,1202.05745,0.8946,21
6AHF_6w.pdb,1202.05745,0.8946,21
6AHF_7w.pdb,1202.05745,0.8946,21
6AHF_8w.pdb,1202.05745,0.8946,21
6AHF_9w.pdb,1202.05745,0.8946,21
