structure,HADDOCK-score,correlation,atomic-clashes
5WCB_10w.pdb,-1136.311017,0.8916,0
5WCB_11w.pdb,-1092.372752,0.8924,0
5WCB_12w.pdb,-1080.78882,0.8921,0
5WCB_13w.pdb,-1121.59739,0.8918,0
5WCB_14w.pdb,-1046.08061,0.8911,0
5WCB_15w.pdb,-1072.30762,0.8919,0
5WCB_16w.pdb,-1050.67676,0.8933,0
5WCB_17w.pdb,-1112.976469,0.8926,0
5WCB_18w.pdb,-1052.46348,0.8907,0
5WCB_19w.pdb,-1097.66123,0.8914,0
5WCB_1w.pdb,-1096.815907,0.8917,0
5WCB_20w.pdb,-1089.423016,0.8934,0
5WCB_21w.pdb,-1144.8524,0.8918,0
5WCB_22w.pdb,-1106.5701,0.8912,0
5WCB_23w.pdb,-1064.7729,0.8921,0
5WCB_24w.pdb,-1139.102208,0.8933,0
5WCB_25w.pdb,-1040.043282,0.8908,0
5WCB_26w.pdb,-1120.627165,0.8927,0
5WCB_27w.pdb,-1095.684849,0.8917,0
5WCB_28w.pdb,-1105.910273,0.8921,0
5WCB_29w.pdb,-1056.11642,0.8925,0
5WCB_2w.pdb,-1075.559265,0.8936,0
5WCB_30w.pdb,-1186.88926,0.8923,0
5WCB_31w.pdb,-1098.9394,0.8921,0
5WCB_32w.pdb,-1055.00012,0.8908,0
5WCB_33w.pdb,-1098.27878,0.8925,0
5WCB_34w.pdb,-1087.8312,0.8926,0
5WCB_35w.pdb,-1131.023789,0.8924,0
5WCB_36w.pdb,-1069.16505,0.8904,0
5WCB_37w.pdb,-1093.869891,0.8924,0
5WCB_38w.pdb,-1091.936233,0.8923,0
5WCB_39w.pdb,-1074.66276,0.8936,0
5WCB_3w.pdb,-1104.564886,0.8922,0
5WCB_40w.pdb,-1061.297001,0.8923,0
5WCB_41w.pdb,-1084.31977,0.8931,0
5WCB_42w.pdb,-1137.70879,0.8922,0
5WCB_43w.pdb,-1074.45379,0.8915,0
5WCB_44w.pdb,-1080.60605,0.8919,0
5WCB_45w.pdb,-1097.529036,0.8933,0
5WCB_46w.pdb,-1138.29554,0.8929,0
5WCB_47w.pdb,-1078.88657,0.8923,0
5WCB_48w.pdb,-1059.20777,0.8915,0
5WCB_49w.pdb,-1091.88081,0.8914,0
5WCB_4w.pdb,-1082.915067,0.8924,0
5WCB_50w.pdb,-1093.811145,0.892,0
5WCB_5w.pdb,-1125.79944,0.8914,0
5WCB_6w.pdb,-1094.91382,0.8921,0
5WCB_7w.pdb,-1067.9449,0.8932,0
5WCB_8w.pdb,-1098.411228,0.8917,0
5WCB_9w.pdb,-1108.06986,0.8915,0
