structure,HADDOCK-score,correlation,atomic-clashes
6ENY_10w.pdb,-778.601191,0.8829,0
6ENY_11w.pdb,-766.624557,0.8833,0
6ENY_12w.pdb,-779.262642,0.8848,0
6ENY_13w.pdb,-693.099771,0.8831,0
6ENY_14w.pdb,-710.343075,0.8842,0
6ENY_15w.pdb,-804.464736,0.8833,0
6ENY_16w.pdb,-797.353127,0.8836,0
6ENY_17w.pdb,-783.212797,0.8845,0
6ENY_18w.pdb,-777.58568,0.883,0
6ENY_19w.pdb,-773.699336,0.8836,0
6ENY_1w.pdb,-763.032139,0.8836,0
6ENY_20w.pdb,-795.794955,0.8834,0
6ENY_21w.pdb,-761.423526,0.8826,0
6ENY_22w.pdb,-767.174203,0.884,0
6ENY_23w.pdb,-783.026934,0.8848,0
6ENY_24w.pdb,-719.638107,0.8837,0
6ENY_25w.pdb,-805.584378,0.8832,0
6ENY_26w.pdb,-805.090327,0.8844,0
6ENY_27w.pdb,-739.146931,0.8847,0
6ENY_28w.pdb,-786.920833,0.8842,0
6ENY_29w.pdb,-805.334219,0.884,0
6ENY_2w.pdb,-814.676855,0.8843,0
6ENY_30w.pdb,-738.09297,0.8842,0
6ENY_31w.pdb,-776.759293,0.8846,0
6ENY_32w.pdb,-745.862721,0.8848,0
6ENY_33w.pdb,-798.179533,0.8833,0
6ENY_34w.pdb,-761.885288,0.8841,0
6ENY_35w.pdb,-720.233433,0.8839,0
6ENY_36w.pdb,-771.263456,0.8847,0
6ENY_37w.pdb,-781.50024,0.8837,0
6ENY_38w.pdb,-759.369461,0.8836,0
6ENY_39w.pdb,-777.949094,0.8836,0
6ENY_3w.pdb,-811.067232,0.8834,0
6ENY_40w.pdb,-744.217539,0.8851,0
6ENY_41w.pdb,-768.443511,0.8835,0
6ENY_42w.pdb,-749.240504,0.8827,0
6ENY_43w.pdb,-729.492174,0.8834,0
6ENY_44w.pdb,-775.465995,0.8836,0
6ENY_45w.pdb,-784.768424,0.884,0
6ENY_46w.pdb,-766.420349,0.8841,0
6ENY_47w.pdb,-755.411763,0.8835,0
6ENY_48w.pdb,-752.777129,0.8842,0
6ENY_49w.pdb,-772.11728,0.8834,0
6ENY_4w.pdb,-798.224772,0.8826,0
6ENY_50w.pdb,-754.5559,0.8843,0
6ENY_5w.pdb,-757.277242,0.8847,0
6ENY_6w.pdb,-788.616799,0.8835,0
6ENY_7w.pdb,-772.328451,0.8848,0
6ENY_8w.pdb,-755.06433,0.8847,0
6ENY_9w.pdb,-734.006895,0.8842,0
